oui,company
F0620D,Shenzhen Egreat Tech Corp.,Ltd
F0625A,Realme Chongqing Mobile Telecommunications Corp.,Ltd.
F06281,ProCurve Networking by HP
F063F9,HUAWEI TECHNOLOGIES CO.,LTD
F06426,Extreme Networks, Inc.
F065AE,Samsung Electronics Co.,Ltd
F065C2,Yanfeng Visteon Electronics Technology (Shanghai) Co.,Ltd.
F065DD,Primax Electronics Ltd.
F06728,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
F06853,Integrated Corporation
F06865,Taicang TW Electronics
F06BCA,Samsung Electronics Co.,Ltd
F06C5D,Xiaomi Communications Co Ltd
F06C73,Nokia
F06D78,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
F06E0B,Microsoft Corporation
F06E32,MICROTEL INNOVATION S.R.L.
F06F46,Ubiik
F0704F,Samsung Electronics Co.,Ltd
F0728C,Samsung Electronics Co.,Ltd
F072EA,Google, Inc.
F073AE,PEAK-System Technik
F07485,NGD Systems, Inc.
F0748D,Ruijie Networks Co.,LTD
F074E4,Thundercomm Technology Co., Ltd
F0761C,COMPAL INFORMATION (KUNSHAN) CO., LTD.
F0766F,Apple, Inc.
F07765,Sourcefire, Inc
F077C3,Intel Corporate
F077D0,Xcellen
F07807,Apple, Inc.
F07816,Cisco Systems, Inc
F07959,ASUSTek COMPUTER INC.
F07960,Apple, Inc.
F079E8,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
F07B65,Sagemcom Broadband SAS
F07BCB,Hon Hai Precision Ind. Co.,Ltd.
F07CC7,Juniper Networks
F07D68,D-Link Corporation
F07F06,Cisco Systems, Inc
F07F0C,Leopold Kostal GmbH Co. KG
F08173,Amazon Technologies Inc.
F08175,Sagemcom Broadband SAS
F081AF,IRZ AUTOMATION TECHNOLOGIES LTD
F08261,Sagemcom Broadband SAS
F082C0,Silicon Laboratories
F0842F,ADB Broadband Italia
F084C9,zte corporation
F085C1,SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.
F08620,Arcadyan Corporation
F08756,Zyxel Communications Corporation
F0877F,Magnetar Technology Shenzhen Co., LTD.
F08A28,JIANGSU HENGSION ELECTRONIC S and T CO.,LTD
F08A76,Samsung Electronics Co.,Ltd
F08BFE,COSTEL.,CO.LTD
F08CFB,Fiberhome Telecommunication Technologies Co.,LTD
F08EDB,VeloCloud Networks
F09008,Shenzhen Skyworth Digital  Technology  CO., Ltd
F0921C,Hewlett Packard
F092B4,SICHUAN TIANYI COMHEART TELECOMCO., LTD
F0933A,NxtConect
F093C5,Garland Technology
F095F1,Carl Zeiss AG
F097E5,TAMIO, INC
F09838,HUAWEI TECHNOLOGIES CO.,LTD
F0989D,Apple, Inc.
F09919,Garmin International
F099B6,Apple, Inc.
F099BF,Apple, Inc.
F09A51,Shanghai Viroyal Electronic Technology Company Limited
F09BB8,HUAWEI TECHNOLOGIES CO.,LTD
F09CBB,RaonThink Inc.
F09CD7,Guangzhou Blue Cheetah Intelligent Technology Co., Ltd.
F09CE9,Extreme Networks, Inc.
F09E4A,Intel Corporate
F09E63,Cisco Systems, Inc
F09FC2,Ubiquiti Networks Inc.
F09FFC,SHARP Corporation
F0A0B1,HUAWEI TECHNOLOGIES CO.,LTD
F0A225,Amazon Technologies Inc.
F0A35A,Apple, Inc.
F0A3B2,Hui Zhou Gaoshengda Technology Co.,LTD
F0A654,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
F0A764,GST Co., Ltd.
F0A7B2,FUTABA CORPORATION
F0A951,HUAWEI TECHNOLOGIES CO.,LTD
F0A968,Antailiye Technology Co.,Ltd
F0AA0B,Arra Networks Spectramesh
F0AB54,MITSUMI ELECTRIC CO.,LTD.
F0ACA4,HBC-radiomatic
F0ACD7,IEEE Registration Authority
F0ACD7,:0  Guilin glsun Science and Tech Co.,LTD
F0ACD7,:1 Intenta GmbH
F0ACD7,:2 QUANTUM POWER SYSTEMS
F0ACD7,:3 Med-PatInn-Phone
F0ACD7,:4 Sercomm Corporation.
F0ACD7,:5 PAVO TASARIM URETIM TICARET A.S.
F0ACD7,:6 Suzhou Pairlink Network Technology
F0ACD7,:7 Hanju Network Technologies Co.
F0ACD7,:8 Telefonix Incorporated
F0ACD7,:9 U3storage Technologies Co., Ltd
F0ACD7,:A Groupeer Technologies
F0ACD7,:B Zhejiang Makepower Electronics,Inc.
F0ACD7,:C Simprints Technology Ltd
F0ACD7,:D Smart Power Technology Co., Ltd.
F0ACD7,:E Fiziico Co., Ltd.
F0AD4E,Globalscale Technologies, Inc.
F0AE51,Xi3 Corp
F0AE66,Cosonic Intelligent Technologies Co., Ltd.
F0AF50,Phantom Intelligence
F0AF85,ARRIS Group, Inc.
F0B014,AVM Audiovisuelles Marketing und Computersysteme GmbH
F0B022,TOHO Electronics INC.
F0B040,HUNAN FN-LINK TECHNOLOGY LIMITED
F0B052,Ruckus Wireless
F0B0E7,Apple, Inc.
F0B107,Ericsson AB
F0B11D,Nokia
F0B13F,Huawei Device Co., Ltd.
F0B2B9,Intel Corporate
F0B2E5,Cisco Systems, Inc
F0B31E,Universal Electronics, Inc.
F0B3EC,Apple, Inc.
F0B429,Xiaomi Communications Co Ltd
F0B479,Apple, Inc.
F0B4D2,D-Link International
F0B5B7,Disruptive Technologies Research AS
F0B5D1,Texas Instruments
F0B61E,Intel Corporate
F0B661,eero inc.
F0B6EB,Poslab Technology Co., Ltd.
F0B968,ITEL MOBILE LIMITED
F0BCC8,MaxID (Pty) Ltd
F0BCC9,PFU LIMITED
F0BD2E,HS Polatis Ltd
F0BDF1,Sipod Inc.
F0BE25,Dongguan Cannice Precision Manufacturing Co., Ltd.
F0BF97,Sony Corporation
F0C1CE,GoodWe Technologies CO., Ltd
F0C1F1,Apple, Inc.
F0C24C,Zhejiang FeiYue Digital Technology Co., Ltd
F0C27C,Mianyang Netop Telecom Equipment Co.,Ltd.
F0C371,Apple, Inc.
F0C42F,Huawei Device Co., Ltd.
F0C478,HUAWEI TECHNOLOGIES CO.,LTD
F0C558,U.D.Electronic Corp.
F0C725,Apple, Inc.
F0C745,TECNO MOBILE LIMITED
F0C77F,Texas Instruments
F0C814,SHENZHEN BILIAN ELECTRONIC CO.，LTD
F0C850,HUAWEI TECHNOLOGIES CO.,LTD
F0C88C,LeddarTech Inc.
F0C8B5,HUAWEI TECHNOLOGIES CO.,LTD
F0C9D1,GD Midea Air-Conditioning Equipment Co.,Ltd.
F0CBA1,Apple, Inc.
F0CCE0,Shenzhen All-Smartlink Technology Co.,Ltd.
F0CD31,Samsung Electronics Co.,Ltd
F0D08C,TCT mobile ltd
F0D14F,LINEAR LLC
F0D1A9,Apple, Inc.
F0D1B8,LEDVANCE
F0D2F1,Amazon Technologies Inc.
F0D31F,Apple, Inc.
F0D3A7,CobaltRay Co., Ltd
F0D3E7,Sensometrix SA
F0D415,Intel Corporate
F0D4E2,Dell Inc.
F0D4F6,Lars Thrane AS
F0D4F7,varram system
F0D5BF,Intel Corporate
F0D657,ECHOSENS
F0D767,Axema Passagekontroll AB
F0D793,Apple, Inc.
F0D7AA,Motorola Mobility LLC, a Lenovo Company
F0D7AF,IEEE Registration Authority
F0D7AF,:0 ID Tech Japan Co.,Ltd.
F0D7AF,:1 Beijing Serviatech lnformation Tech Co.,Ltd
F0D7AF,:2 Blacknight Internet Solutions Limited
F0D7AF,:3 720bei jingHealth iTech Co.,Ltd
F0D7AF,:4 ADAM Audio GmbH
F0D7AF,:5 Dongguan Huili electroacoustic Industrial Co.,ltd
F0D7AF,:6 Anord Mardix (USA) Inc.
F0D7AF,:7 Rievtech Electronic Co.,Ltd
F0D7AF,:8 SHEN ZHEN MICHIP TECHNOLOGIES CO.,LTD.
F0D7AF,:9 New IT Project LLC
F0D7AF,:A MSTAR TECHNOLOGIES,INC
F0D7AF,:B EVCO SPA
F0D7AF,:C Shenzhen Virtual Clusters Information Technology Co.,Ltd.
F0D7AF,:D Dongguan Gedi Electrons Techeology Co.,LTD
F0D7AF,:E Wren Associates, LTD
F0D7DC,Wesine (Wuhan) Technology Co., Ltd.
F0D9B2,EXO S.A.
F0DA7C,RLH INDUSTRIES,INC.
F0DB30,Yottabyte
F0DBE2,Apple, Inc.
F0DBF8,Apple, Inc.
F0DCE2,Apple, Inc.
F0DE71,Shanghai EDO Technologies Co.,Ltd.
F0DEB9,ShangHai YY Electronics Co., Ltd
F0DEF1,Wistron Infocomm (Zhongshan) Corporation
F0E3DC,Tecon MT, LLC
F0E4A2,HUAWEI TECHNOLOGIES CO.,LTD
F0E5C3,Drägerwerk AG  Co. KG aA
F0E77E,Samsung Electronics Co.,Ltd
F0EBD0,Shanghai Feixun Communication Co.,Ltd.
F0EC39,Essec
F0ED1E,Bilkon Bilgisayar Kontrollu Cih. Im.Ltd.
F0EDB8,SERVERCOM (INDIA) PRIVATE LIMITED
F0EE10,Samsung Electronics Co.,Ltd
F0EE58,PACE Telematics GmbH
F0EE7A,Apple, Inc.
F0EEBB,VIPAR GmbH
F0EF86,Google, Inc.
F0EFD2,TF PAYMENT SERVICE CO., LTD
F0F002,Hon Hai Precision Ind. Co.,Ltd.
F0F08F,Nextek Solutions Pte Ltd
F0F0A4,Amazon Technologies Inc.
F0F249,Hitron Technologies. Inc
F0F260,Mobitec AB
F0F336,TP-LINK TECHNOLOGIES CO.,LTD.
F0F564,Samsung Electronics Co.,Ltd
F0F5AE,Adaptrum Inc.
F0F61C,Apple, Inc.
F0F644,Whitesky Science  Technology Co.,Ltd.
F0F669,Motion Analysis Corporation
F0F69C,NIO Co., Ltd.
F0F6C1,Sonos, Inc.
F0F755,Cisco Systems, Inc
F0F7B3,Phorm
F0F7E7,HUAWEI TECHNOLOGIES CO.,LTD
F0F842,KEEBOX, Inc.
F0F8F2,Texas Instruments
F0F9F7,IES GmbH  Co. KG
F0FAC7,Huawei Device Co., Ltd.
F0FCC8,ARRIS Group, Inc.
F0FDA0,Acurix Networks Pty Ltd
F0FE6B,Shanghai High-Flying Electronics Technology Co., Ltd
F0FEE7,Huawei Device Co., Ltd.
F40046,ON Semiconductor
F40223,PAX Computer Technology(Shenzhen) Ltd.
F40228,SAMSUNG ELECTRO-MECHANICS(THAILAND)
F40270,Dell Inc.
F40304,Google, Inc.
F40321,BeNeXt B.V.
F4032A,Amazon Technologies Inc.
F4032F,Reduxio Systems
F40343,Hewlett Packard Enterprise
F4044C,ValenceTech Limited
F40595,Sagemcom Broadband SAS
F40616,Apple, Inc.
F40669,Intel Corporate
F4068D,devolo AG
F406A5,Hangzhou Bianfeng Networking Technology Co., Ltd.
F409D8,SAMSUNG ELECTRO-MECHANICS(THAILAND)
F40A4A,INDUSNET Communication Technology Co.,LTD
F40B93,BlackBerry RTS
F40B9F,CIG SHANGHAI CO LTD
F40E01,Apple, Inc.
F40E11,IEEE Registration Authority
F40E11,:0 realphone technology co.,ltd
F40E11,:1 BEIJING DONGJIN AERO-TECH CO., LTD
F40E11,:2 Axel srl
F40E11,:3 Shenzhen headsun technology
F40E11,:4 Dayang Technology Development Inc.
F40E11,:5 E-SONG
F40E11,:6 Alpha Design Technologies Pvt Ltd
F40E11,:7 Shenzhen Grandsun Electronic Co.,Ltd.
F40E11,:8 Zeepro Inc.
F40E11,:9 Sterna Security
F40E11,:A Kodpro Ltd.
F40E11,:B BRADAR INDUSTRIA SA
F40E11,:C NIHON MEGA LOGIC CO.,LTD.
F40E11,:D DXG Technology Corp.
F40E11,:E Elektronika Naglic d.o.o.
F40E11,:F Private
F40E22,Samsung Electronics Co.,Ltd
F40E83,ARRIS Group, Inc.
F40F1B,Cisco Systems, Inc
F40F24,Apple, Inc.
F40F9B,WAVELINK
F412DA,zte corporation
F412FA,Espressif Inc.
F41399,Aerospace new generation communications Co.,Ltd
F41532,PETAiO (NanJing), Inc.
F41535,SPON Communication Technology Co.,Ltd
F41563,F5 Networks, Inc.
F415FD,Shanghai Pateo Electronic Equipment Manufacturing Co., Ltd.
F417B8,AirTies Wireless Networks
F419E2,Volterra
F41A9C,Xiaomi Communications Co Ltd
F41AB0,Shenzhen Xingguodu Technology Co., Ltd.
F41BA1,Apple, Inc.
F41C71,SHENZHEN SANMU COMMUNICATION TECHNOLOGY CO., LTD
F41C95,BEIJING YUNYI TIMES TECHNOLOGY CO,.LTD
F41D6B,HUAWEI TECHNOLOGIES CO.,LTD
F41E26,Simon-Kaloi Engineering
F41E5E,RtBrick Inc.
F41F0B,YAMABISHI Corporation
F41F88,zte corporation
F41FC2,Cisco Systems, Inc
F42012,Cuciniale GmbH
F421AE,Shanghai Xiaodu Technology Limited
F421CA,Apple, Inc.
F4227A,Guangdong Seneasy Intelligent Technology Co., Ltd.
F4239C,SERNET (SUZHOU) TECHNOLOGIES CORPORATION
F42462,Selcom Electronics (Shanghai) Co., Ltd
F42679,Intel Corporate
F42756,DASAN Newtork Solutions
F42833,MMPC Inc.
F42853,Zioncom Electronics (Shenzhen) Ltd.
F42896,SPECTO PAINEIS ELETRONICOS LTDA
F42981,vivo Mobile Communication Co., Ltd.
F42A7D,TP-LINK TECHNOLOGIES CO.,LTD.
F42B48,Ubiqam
F42B7D,Chipsguide technology CO.,LTD.
F42B8C,Samsung Electronics Co.,Ltd
F42C56,SENOR TECH CO LTD
F42D06,zte corporation
F42E7F,Aruba, a Hewlett Packard Enterprise Company
F4308B,Xiaomi Communications Co Ltd
F430B9,Hewlett Packard
F431C3,Apple, Inc.
F4323D,Sichuan tianyi kanghe communications co., LTD
F4331C,Toast, Inc.
F43328,CIMCON Lighting Inc.
F434F0,Apple, Inc.
F436E1,Abilis Systems SARL
F437B7,Apple, Inc.
F43814,Shanghai Howell Electronic Co.,Ltd
F438C1,Huawei Device Co., Ltd.
F43909,Hewlett Packard
F43A7B,zte corporation
F43BD8,Intel Corporate
F43C3B,HUNAN FN-LINK TECHNOLOGY LIMITED
F43D80,FAG Industrial Services GmbH
F43E61,SHENZHEN GONGJIN ELECTRONICS CO.,LT
F43E66,Bee Computing (HK) Limited
F43E9D,Benu Networks, Inc.
F44156,Arrikto Inc.
F4419E,Huawei Device Co., Ltd.
F44227,S  S Research Inc.
F4428F,Samsung Electronics Co.,Ltd
F4442C,Shenzhen SuperElectron Technology Co.,Ltd.
F44450,BND Co., Ltd.
F44588,HUAWEI TECHNOLOGIES CO.,LTD
F445ED,Portable Innovation Technology Ltd.
F44637,Intel Corporate
F44713,Leading Public Performance Co., Ltd.
F4472A,Nanjing Rousing Sci. and Tech. Industrial Co., Ltd
F44848,Amscreen Group Ltd
F44955,MIMO TECH Co., Ltd.
F449EF,EMSTONE
F44B2A,Cisco SPVTG
F44C70,Skyworth Digital Technology(Shenzhen) Co.,Ltd
F44C7F,HUAWEI TECHNOLOGIES CO.,LTD
F44D17,GOLDCARD HIGH-TECH CO.,LTD.
F44D30,Elitegroup Computer Systems Co.,Ltd.
F44D5C,Zyxel Communications Corporation
F44DAD,Cable Matters Inc.
F44E05,Cisco Systems, Inc
F44E38,Olibra LLC
F44EE3,Intel Corporate
F44EFD,Actions Semiconductor Co.,Ltd.(Cayman Islands)
F44FD3,shenzhen hemuwei technology co.,ltd
F450EB,Telechips Inc
F45214,Mellanox Technologies, Inc.
F45420,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
F45433,Rockwell Automation
F45595,HENGBAO Corporation LTD.
F4559C,HUAWEI TECHNOLOGIES CO.,LTD
F455E0,Niceway CNC Technology Co.,Ltd.Hunan Province
F4573E,Fiberhome Telecommunication Technologies Co.,LTD
F45842,Boxx TV Ltd
F45B73,Wanjiaan Interconnected Technology Co., Ltd
F45C89,Apple, Inc.
F45EAB,Texas Instruments
F45F69,Matsufu Electronics distribution Company
F45FD4,Cisco SPVTG
F45FF7,DQ Technology Inc.
F4600D,Panoptic Technology, Inc
F46077,Texas Instruments
F460E2,Xiaomi Communications Co Ltd
F462D0,Not for Radio, LLC
F4631F,HUAWEI TECHNOLOGIES CO.,LTD
F46349,Diffon Corporation
F463E7,Nanjing Maxon O.E. Tech. Co., LTD
F463FC,vivo Mobile Communication Co., Ltd.
F46412,Sony Interactive Entertainment Inc.
F4645D,Toshiba
F465A6,Apple, Inc.
F4672D,ShenZhen Topstar Technology Company
F46942,ASKEY COMPUTER CORP
F469D5,IEEE Registration Authority
F469D5,:0 Mossman Limited
F469D5,:1 Junchuang (Xiamen) Automation Technology Co.,Ltd
F469D5,:2 Pulsar Engineering srl
F469D5,:3 ITS Co., Ltd.
F469D5,:4 Stype CS d.o.o.
F469D5,:5 Hefei STAROT Technology Co.,Ltd
F469D5,:6 TianJin KCHT Information Technology Co., Ltd.
F469D5,:7 Rosco, Inc
F469D5,:8 WiFi Nation Ltd
F469D5,:9 Terminus (Shanghai) Technology Co.,Ltd.
F469D5,:A ShenZhenShi EVADA technology Co.,Ltd
F469D5,:B Konntek Inc
F469D5,:C Huaqin Telecom Technology Co.,Ltd.
F469D5,:D Nantong ZYDZ Electronic.,Co.Ltd
F469D5,:E ORtek Technology, Inc.
F46A92,SHENZHEN FAST TECHNOLOGIES CO.,LTD
F46ABC,Adonit Corp. Ltd.
F46AD7,Microsoft Corporation
F46ADD,Liteon Technology Corporation
F46B8C,Hon Hai Precision Ind. Co., Ltd.
F46BEF,Sagemcom Broadband SAS
F46C68,Wistron Neweb Corporation
F46D04,ASUSTek COMPUTER INC.
F46D2F,TP-LINK TECHNOLOGIES CO.,LTD.
F46D3F,Intel Corporate
F46DE2,zte corporation
F46E24,NEC Personal Computers, Ltd.
F46E95,Extreme Networks, Inc.
F46F4E,Echowell
F46FA4,Physik Instrumente GmbH  Co. KG
F46FED,Fiberhome Telecommunication Technologies Co.,LTD
F4700C,IEEE Registration Authority
F4700C,:0 HYUNSUNG CONVERGENCE
F4700C,:1 Shenzhen Excelland Technology Co., Ltd.
F4700C,:2 Beijing ASU Tech Co., Ltd.
F4700C,:3 Union Source Technology(HK)LTD
F4700C,:4 Shenzhen Anycon Electronics Technology Co.,Ltd
F4700C,:5 Shenzhen Lidaxun Digital Technology Co., LTD
F4700C,:6 Jinan USR IOT Technology Limited
F4700C,:7 Changde xsound lnnovation technologies coltd.
F4700C,:8 Shenzhen Focuscom Communication Technology Co.,Ltd.
F4700C,:9 Annapurna labs
F4700C,:A Jinan Huake Electrical Device Co., Ltd.
F4700C,:B Shanghai Risingpo Electronics CO.,LTD
F4700C,:C G.S.D GROUP INC.
F4700C,:D Freeus LLC
F4700C,:E Shenzhen WeProTalk Technology Co., Ltd.
F470AB,vivo Mobile Communication Co., Ltd.
F47190,Samsung Electronics Co.,Ltd
F47335,Logitech Far East
F473CA,Conversion Sound Inc.
F47488,New H3C Technologies Co., Ltd
F47626,Viltechmeda UAB
F47960,HUAWEI TECHNOLOGIES CO.,LTD
F47A4E,WoojeonHandan
F47ACC,SolidFire, Inc.
F47B09,Intel Corporate
F47B5E,Samsung Electronics Co.,Ltd
F47DEF,Samsung Electronics Co.,Ltd
F47F35,Cisco Systems, Inc
F48139,CANON INC.
F483CD,TP-LINK TECHNOLOGIES CO.,LTD.
F483E1,Shanghai Clouder Semiconductor Co.,Ltd
F4844C,Texas Instruments
F4848D,TP-LINK TECHNOLOGIES CO.,LTD.
F485C6,FDT Technologies
F48771,Infoblox
F487C5,Huawei Device Co., Ltd.
F48B32,Xiaomi Communications Co Ltd
F48C50,Intel Corporate
F48CEB,D-Link International
F48E09,Nokia Corporation
F48E38,Dell Inc.
F48E92,HUAWEI TECHNOLOGIES CO.,LTD
F490CA,Tensorcom
F490CB,IEEE Registration Authority
F490CB,:0 Epitel, Inc.
F490CB,:1 DELEM BV
F490CB,:2 ICE Gateway GmbH
F490CB,:3 Ricker Lyman Robotic
F490CB,:4 OmniNet
F490CB,:5 Avilution
F490CB,:6 Airbeam Wireless Technologies Inc.
F490CB,:7 TEQ SA
F490CB,:8 Beijing Penslink Co., Ltd.
F490CB,:9 Fractyl Labs
F490CB,:A Fend Incorporated
F490CB,:B A-dec Inc.
F490CB,:C Cheetah Medical
F490CB,:D Simavita (Aust) Pty Ltd
F490CB,:E RSAE Labs Inc
F490EA,Deciso B.V.
F4911E,ZHUHAI EWPE INFORMATION TECHNOLOGY INC
F492BF,Ubiquiti Networks Inc.
F4931C,Universal Electronics, Inc.
F4939F,Hon Hai Precision Ind. Co., Ltd.
F49461,NexGen Storage
F49466,CountMax,  ltd
F4951B,Hefei Radio Communication Technology Co., Ltd
F49634,Intel Corporate
F49651,NAKAYO Inc
F497C2,Nebulon Inc
F499AC,WEBER Schraubautomaten GmbH
F49C12,Structab AB
F49DA7,Private
F49EEF,Taicang TW Electronics
F49F54,Samsung Electronics Co.,Ltd
F49FF3,HUAWEI TECHNOLOGIES CO.,LTD
F4A17F,Marquardt Electronics Technology (Shanghai) Co.Ltd
F4A294,EAGLE WORLD DEVELOPMENT CO., LIMITED
F4A454,IEEE Registration Authority
F4A454,:0 NKT Photonics AS
F4A454,:1 PT Telkom Indonesia
F4A454,:2 TRI WORKS
F4A454,:3 Chongqing Hengxun Liansheng Industrial Co.,Ltd
F4A454,:4 Earshots
F4A454,:5 Denshijiki Industry Co.,Ltd
F4A454,:6 Introl Design
F4A454,:7 Advanced Mechanical Technology, Inc. dba AMTI
F4A454,:8 Shenzhen Cudy Technology Co., Ltd.
F4A454,:9 Lonton infomation tech Ltd., Co
F4A454,:A Annapurna labs
F4A454,:B Graco Inc.
F4A454,:C Integrated Dynamics Engineering GmbH
F4A454,:D SAEL SRL
F4A454,:E Care Bloom, LLC
F4A475,Intel Corporate
F4A4D6,HUAWEI TECHNOLOGIES CO.,LTD
F4A52A,Hawa Technologies Inc
F4A59D,Huawei Device Co., Ltd.
F4A739,Juniper Networks
F4A80D,Wistron InfoComm(Kunshan)Co.,Ltd.
F4A997,CANON INC.
F4AAD0,OHSUNG
F4ACC1,Cisco Systems, Inc
F4AFE7,Apple, Inc.
F4B164,Lightning Telecommunications Technology Co. Ltd
F4B19C,AltoBeam (China) Inc.
F4B1C2,Zhejiang Dahua Technology Co., Ltd.
F4B301,Intel Corporate
F4B381,WindowMaster AS
F4B3B1,Silicon Laboratories
F4B520,Biostar Microtech international corp.
F4B52F,Juniper Networks
F4B549,Xiamen Yeastar Information Technology Co., Ltd.
F4B5AA,zte corporation
F4B5BB,CERAGON NETWORKS
F4B688,PLANTRONICS, INC.
F4B6C6,Indra Heera Technology LLP
F4B6E5,TerraSem Co.,Ltd
F4B72A,TIME INTERCONNECT LTD
F4B78D,HUAWEI TECHNOLOGIES CO.,LTD
F4B7B3,vivo Mobile Communication Co., Ltd.
F4B7E2,Hon Hai Precision Ind. Co.,Ltd.
F4B85E,Texas Instruments
F4B898,Texas Instruments
F4B8A7,zte corporation
F4BBC7,vivo Mobile Communication Co., Ltd.
F4BC97,Shenzhen Crave Communication Co., LTD
F4BCDA,Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
F4BD7C,Chengdu jinshi communication Co., LTD
F4BD9E,Cisco Systems, Inc
F4BEEC,Apple, Inc.
F4BF80,HUAWEI TECHNOLOGIES CO.,LTD
F4BFA8,Juniper Networks
F4BFBB,China Mobile Group Device Co.,Ltd.
F4C02F,BlueBite
F4C114,Technicolor CH USA Inc.
F4C248,Samsung Electronics Co.,Ltd
F4C447,Coagent International Enterprise Limited
F4C4D6,Shenzhen Xinfa Electronic Co.,ltd
F4C613,Alcatel-Lucent Shanghai Bell Co., Ltd
F4C6D7,blackned GmbH
F4C714,HUAWEI TECHNOLOGIES CO.,LTD
F4C795,WEY Elektronik AG
F4C7AA,Marvell Semiconductors
F4C7C8,Kelvin Inc.
F4C88A,Intel Corporate
F4CA24,FreeBit Co., Ltd.
F4CAE5,FREEBOX SAS
F4CAE7,Arcadyan Corporation
F4CB52,HUAWEI TECHNOLOGIES CO.,LTD
F4CC55,Juniper Networks
F4CD90,Vispiron Rotec GmbH
F4CE23,Intel Corporate
F4CE36,Nordic Semiconductor ASA
F4CE46,Hewlett Packard
F4CE48,Extreme Networks, Inc.
F4CFA2,Espressif Inc.
F4CFE2,Cisco Systems, Inc
F4D032,Yunnan Ideal InformationTechnology.,Ltd
F4D108,Intel Corporate
F4D261,SEMOCON Co., Ltd
F4D488,Apple, Inc.
F4D580,YAMAHA CORPORATION
F4D620,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
F4D7B2,LGS Innovations, LLC
F4D9C6,UNIONMAN TECHNOLOGY CO.,LTD
F4D9FB,Samsung Electronics Co.,Ltd
F4DBE3,Apple, Inc.
F4DBE6,Cisco Systems, Inc
F4DC41,YOUNGZONE CULTURE (SHANGHAI) CORP
F4DC4D,Beijing CCD Digital Technology Co., Ltd
F4DCA5,DAWON DNS
F4DCDA,Zhuhai Jiahe Communication Technology Co., limited
F4DCF9,HUAWEI TECHNOLOGIES CO.,LTD
F4DD9E,GoPro
F4DE0C,ESPOD Ltd.
F4DEAF,HUAWEI TECHNOLOGIES CO.,LTD
F4E11E,Texas Instruments
F4E142,Delta Elektronika BV
F4E204,Traqueur
F4E2C6,Ubiquiti Networks Inc.
F4E3FB,HUAWEI TECHNOLOGIES CO.,LTD
F4E451,HUAWEI TECHNOLOGIES CO.,LTD
F4E4AD,zte corporation
F4E4D7,FUJIAN STAR-NET COMMUNICATION CO.,LTD
F4E578,LLC Proizvodstvennaya Kompania TransService
F4E5F2,HUAWEI TECHNOLOGIES CO.,LTD
F4E6D7,Solar Power Technologies, Inc.
F4E8C7,Apple, Inc.
F4E926,Tianjin Zanpu Technology Inc.
F4E975,New H3C Technologies Co., Ltd
F4E9D4,QLogic Corporation
F4EA67,Cisco Systems, Inc
F4EAB5,Extreme Networks, Inc.
F4EB38,Sagemcom Broadband SAS
F4EB9F,Ellu Company 2019 SL
F4EC38,TP-LINK TECHNOLOGIES CO.,LTD.
F4ED5F,SHENZHEN KTC TECHNOLOGY GROUP
F4EE08,Dell Inc.
F4EE14,MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
F4EE31,Cisco Systems, Inc
F4EF9E,SGSG SCIENCE  TECHNOLOGY CO. LTD
F4F15A,Apple, Inc.
F4F197,EMTAKE Inc
F4F19E,Wistron InforComm (Zhongshan) Corporation
F4F1E1,Motorola Mobility LLC, a Lenovo Company
F4F26D,TP-LINK TECHNOLOGIES CO.,LTD.
F4F309,Samsung Electronics Co.,Ltd
F4F3AA,JBL GmbH  Co. KG
F4F524,Motorola Mobility LLC, a Lenovo Company
F4F5A5,Nokia Corporation
F4F5D8,Google, Inc.
F4F5DB,Xiaomi Communications Co Ltd
F4F5E8,Google, Inc.
F4F646,Dediprog Technology Co. Ltd.
F4F647,zte corporation
F4F70C,Avang - neterbit
F4F951,Apple, Inc.
F4FBB8,HUAWEI TECHNOLOGIES CO.,LTD
F4FC32,Texas Instruments
F4FCB1,JJ Corp
F4FD2B,ZOYI Company
F4FEFB,Samsung Electronics Co.,Ltd
F8009D,INTRACOM DEFENSE S.A.
F800A1,HUAWEI TECHNOLOGIES CO.,LTD
F80113,HUAWEI TECHNOLOGIES CO.,LTD
F80278,IEEE Registration Authority
F80278,:0 Digatron Power Electronics GmbH
F80278,:1 Reason Tecnologia SA
F80278,:2 Innodisk
F80278,:3 3Shape Holding AS
F80278,:4 CLARUS Korea Co., Ltd
F80278,:5 Electric Objects
F80278,:6 Witium Co., Ltd
F80278,:7 BETTINI SRL
F80278,:8 EMBUX Technology Co., Ltd.
F80278,:9 Beijing Redcdn Technology, Co., Ltd
F80278,:A Luxul Technology Inc
F80278,:B Rosemount Analytical
F80278,:C Technology Research, LLC
F80278,:D Dueton Systems s.r.o.
F80278,:E Lit Technologies
F80278,:F Private
F80332,Khomp
F80377,Apple, Inc.
